2026-07-20 22:16:00,118 [INFO] CURR_VOL: 1092.1 | MEAN: 1023.3 | MEDIAN: 983.8 | DELTA: +0.0 | GROW: True
2026-07-20 22:16:27,817 [INFO] CURR_VOL: 953.9 | MEAN: 1021.9 | MEDIAN: 1029.9 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 1211.2 | MEAN: 1019.2 | MEDIAN: 1019.2 | DELTA: +0.0 | GROW: True
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 585.4 | MEAN: 1026.5 | MEDIAN: 1029.9 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 886.6 | MEAN: 1010.2 | MEDIAN: 1019.2 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 1128.4 | MEAN: 1005.8 | MEDIAN: 1011.7 | DELTA: +0.0 | GROW: True
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 1014.8 | MEAN: 1010.0 | MEDIAN: 1019.2 | DELTA: +0.0 | GROW: True
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 1067.6 | MEAN: 1010.2 | MEDIAN: 1017.0 | DELTA: +0.0 | GROW: True
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 906.0 | MEAN: 1012.0 | MEDIAN: 1019.2 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 1323.4 | MEAN: 1008.7 | MEDIAN: 1017.0 | DELTA: +0.0 | GROW: True
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 948.0 | MEAN: 1018.3 | MEDIAN: 1019.2 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 919.4 | MEAN: 1016.2 | MEDIAN: 1017.0 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 1038.1 | MEAN: 1013.4 | MEDIAN: 1014.8 | DELTA: +0.0 | GROW: True
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 835.9 | MEAN: 1014.1 | MEDIAN: 1017.0 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 797.0 | MEAN: 1009.3 | MEDIAN: 1014.8 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,819 [INFO] CURR_VOL: 1163.6 | MEAN: 1003.7 | MEDIAN: 1009.5 | DELTA: +0.0 | GROW: True
2026-07-20 22:16:27,821 [INFO] CURR_VOL: 969.5 | MEAN: 1007.8 | MEDIAN: 1014.8 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,821 [INFO] CURR_VOL: 843.6 | MEAN: 1006.8 | MEDIAN: 1009.5 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,821 [INFO] CURR_VOL: 870.5 | MEAN: 1002.9 | MEDIAN: 1004.2 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,821 [INFO] CURR_VOL: 1131.0 | MEAN: 999.7 | MEDIAN: 992.5 | DELTA: +0.0 | GROW: True
2026-07-20 22:16:27,821 [INFO] CURR_VOL: 1098.2 | MEAN: 1002.8 | MEDIAN: 1004.2 | DELTA: +0.0 | GROW: True
2026-07-20 22:16:27,821 [INFO] CURR_VOL: 809.8 | MEAN: 1004.9 | MEDIAN: 1009.5 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,821 [INFO] CURR_VOL: 900.4 | MEAN: 1000.6 | MEDIAN: 1004.2 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,821 [INFO] CURR_VOL: 1140.9 | MEAN: 998.4 | MEDIAN: 992.5 | DELTA: +0.0 | GROW: True
2026-07-20 22:16:27,821 [INFO] CURR_VOL: 973.7 | MEAN: 1001.4 | MEDIAN: 1004.2 | DELTA: +0.0 | GROW: False
2026-07-20 22:16:27,823 [INFO] CURR_VOL: 2500.0 | MEAN: 1000.9 | MEDIAN: 992.5 | DELTA: +800.0 | GROW: True
2026-07-20 22:40:13,332 [INFO] CURR_VOL: 1013.6 | MEAN: 975.5 | MEDIAN: 985.4 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,334 [INFO] CURR_VOL: 1108.3 | MEAN: 977.1 | MEDIAN: 985.4 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,334 [INFO] CURR_VOL: 897.9 | MEAN: 982.3 | MEDIAN: 985.5 | DELTA: +0.0 | GROW: False
2026-07-20 22:40:13,334 [INFO] CURR_VOL: 1056.2 | MEAN: 979.1 | MEDIAN: 985.4 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,334 [INFO] CURR_VOL: 990.1 | MEAN: 981.9 | MEDIAN: 985.5 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,334 [INFO] CURR_VOL: 870.8 | MEAN: 982.2 | MEDIAN: 987.8 | DELTA: +0.0 | GROW: False
2026-07-20 22:40:13,336 [INFO] CURR_VOL: 1088.4 | MEAN: 978.4 | MEDIAN: 985.5 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,336 [INFO] CURR_VOL: 1243.5 | MEAN: 982.0 | MEDIAN: 987.8 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,336 [INFO] CURR_VOL: 938.0 | MEAN: 990.5 | MEDIAN: 990.1 | DELTA: +0.0 | GROW: False
2026-07-20 22:40:13,336 [INFO] CURR_VOL: 757.9 | MEAN: 988.8 | MEDIAN: 987.8 | DELTA: +0.0 | GROW: False
2026-07-20 22:40:13,336 [INFO] CURR_VOL: 532.6 | MEAN: 981.8 | MEDIAN: 985.5 | DELTA: +0.0 | GROW: False
2026-07-20 22:40:13,336 [INFO] CURR_VOL: 969.3 | MEAN: 968.6 | MEDIAN: 985.4 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,338 [INFO] CURR_VOL: 1090.8 | MEAN: 968.6 | MEDIAN: 985.4 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,338 [INFO] CURR_VOL: 1107.7 | MEAN: 972.0 | MEDIAN: 985.4 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,338 [INFO] CURR_VOL: 1099.1 | MEAN: 975.7 | MEDIAN: 985.5 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,338 [INFO] CURR_VOL: 1113.8 | MEAN: 979.0 | MEDIAN: 987.8 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,338 [INFO] CURR_VOL: 1271.5 | MEAN: 982.4 | MEDIAN: 990.1 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,338 [INFO] CURR_VOL: 879.5 | MEAN: 989.6 | MEDIAN: 998.4 | DELTA: +0.0 | GROW: False
2026-07-20 22:40:13,338 [INFO] CURR_VOL: 1153.6 | MEAN: 987.0 | MEDIAN: 990.1 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,340 [INFO] CURR_VOL: 1146.9 | MEAN: 990.9 | MEDIAN: 998.4 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,340 [INFO] CURR_VOL: 907.1 | MEAN: 994.6 | MEDIAN: 1006.7 | DELTA: +0.0 | GROW: False
2026-07-20 22:40:13,340 [INFO] CURR_VOL: 1004.0 | MEAN: 992.6 | MEDIAN: 998.4 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,340 [INFO] CURR_VOL: 958.9 | MEAN: 992.8 | MEDIAN: 1004.0 | DELTA: +0.0 | GROW: False
2026-07-20 22:40:13,340 [INFO] CURR_VOL: 1316.4 | MEAN: 992.1 | MEDIAN: 997.1 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,340 [INFO] CURR_VOL: 1088.5 | MEAN: 999.0 | MEDIAN: 1004.0 | DELTA: +0.0 | GROW: True
2026-07-20 22:40:13,340 [INFO] CURR_VOL: 2500.0 | MEAN: 1000.8 | MEDIAN: 1005.3 | DELTA: +800.0 | GROW: True
2026-07-21 20:09:31,965 [INFO] CURR_VOL: 1218.1 | MEAN: 941.2 | MEDIAN: 954.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,965 [INFO] CURR_VOL: 1054.5 | MEAN: 952.8 | MEDIAN: 956.1 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,965 [INFO] CURR_VOL: 946.7 | MEAN: 956.8 | MEDIAN: 957.7 | DELTA: +0.0 | GROW: False
2026-07-21 20:09:31,965 [INFO] CURR_VOL: 1118.5 | MEAN: 956.4 | MEDIAN: 956.1 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,965 [INFO] CURR_VOL: 755.0 | MEAN: 962.4 | MEDIAN: 957.7 | DELTA: +0.0 | GROW: False
2026-07-21 20:09:31,965 [INFO] CURR_VOL: 910.2 | MEAN: 955.0 | MEDIAN: 956.1 | DELTA: +0.0 | GROW: False
2026-07-21 20:09:31,965 [INFO] CURR_VOL: 1094.1 | MEAN: 953.5 | MEDIAN: 954.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,965 [INFO] CURR_VOL: 938.0 | MEAN: 958.2 | MEDIAN: 956.1 | DELTA: +0.0 | GROW: False
2026-07-21 20:09:31,965 [INFO] CURR_VOL: 950.7 | MEAN: 957.5 | MEDIAN: 954.6 | DELTA: +0.0 | GROW: False
2026-07-21 20:09:31,965 [INFO] CURR_VOL: 893.2 | MEAN: 957.3 | MEDIAN: 952.6 | DELTA: +0.0 | GROW: False
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 1094.0 | MEAN: 955.4 | MEDIAN: 950.7 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 1113.3 | MEAN: 959.5 | MEDIAN: 952.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 1020.2 | MEAN: 963.9 | MEDIAN: 954.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 1054.6 | MEAN: 965.4 | MEDIAN: 956.1 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 947.0 | MEAN: 967.8 | MEDIAN: 957.7 | DELTA: +0.0 | GROW: False
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 1042.0 | MEAN: 967.3 | MEDIAN: 956.1 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 831.0 | MEAN: 969.2 | MEDIAN: 957.7 | DELTA: +0.0 | GROW: False
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 1221.6 | MEAN: 965.7 | MEDIAN: 956.1 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 1109.1 | MEAN: 972.0 | MEDIAN: 957.7 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 772.0 | MEAN: 975.2 | MEDIAN: 962.1 | DELTA: +0.0 | GROW: False
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 1095.7 | MEAN: 970.5 | MEDIAN: 957.7 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,973 [INFO] CURR_VOL: 1160.4 | MEAN: 973.4 | MEDIAN: 962.1 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,975 [INFO] CURR_VOL: 1268.8 | MEAN: 977.5 | MEDIAN: 966.4 | DELTA: +0.0 | GROW: True
2026-07-21 20:09:31,975 [INFO] CURR_VOL: 877.1 | MEAN: 983.9 | MEDIAN: 972.9 | DELTA: +0.0 | GROW: False
2026-07-21 20:09:31,975 [INFO] CURR_VOL: 907.5 | MEAN: 981.6 | MEDIAN: 966.4 | DELTA: +0.0 | GROW: False
2026-07-21 20:09:31,975 [INFO] CURR_VOL: 2500.0 | MEAN: 980.0 | MEDIAN: 962.1 | DELTA: +800.0 | GROW: True
2026-07-21 20:10:19,633 [INFO] CURR_VOL: 1152.3 | MEAN: 985.7 | MEDIAN: 941.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,633 [INFO] CURR_VOL: 904.4 | MEAN: 992.6 | MEDIAN: 963.8 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,633 [INFO] CURR_VOL: 894.0 | MEAN: 989.1 | MEDIAN: 941.2 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 906.8 | MEAN: 985.4 | MEDIAN: 926.2 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 1050.6 | MEAN: 982.5 | MEDIAN: 911.3 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 1188.4 | MEAN: 984.9 | MEDIAN: 926.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 969.0 | MEAN: 992.0 | MEDIAN: 941.2 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 984.0 | MEAN: 991.2 | MEDIAN: 955.1 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 1011.2 | MEAN: 991.0 | MEDIAN: 969.0 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 1086.5 | MEAN: 991.6 | MEDIAN: 976.5 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 933.4 | MEAN: 994.5 | MEDIAN: 984.0 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 981.5 | MEAN: 992.7 | MEDIAN: 976.5 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 696.3 | MEAN: 992.3 | MEDIAN: 981.5 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 1125.1 | MEAN: 984.1 | MEDIAN: 975.3 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 1226.9 | MEAN: 987.9 | MEDIAN: 981.5 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 972.9 | MEAN: 994.2 | MEDIAN: 982.8 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 1190.5 | MEAN: 993.7 | MEDIAN: 981.5 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 1018.3 | MEAN: 998.6 | MEDIAN: 982.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 1015.6 | MEAN: 999.1 | MEDIAN: 984.0 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,635 [INFO] CURR_VOL: 836.2 | MEAN: 999.5 | MEDIAN: 985.2 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 909.1 | MEAN: 995.7 | MEDIAN: 984.0 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1032.7 | MEAN: 993.7 | MEDIAN: 982.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 716.7 | MEAN: 994.6 | MEDIAN: 984.0 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1090.1 | MEAN: 988.5 | MEDIAN: 982.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1222.8 | MEAN: 990.7 | MEDIAN: 984.0 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1226.4 | MEAN: 995.5 | MEDIAN: 985.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 947.2 | MEAN: 1000.2 | MEDIAN: 986.4 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 864.8 | MEAN: 999.2 | MEDIAN: 985.2 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 821.9 | MEAN: 996.5 | MEDIAN: 984.0 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 789.5 | MEAN: 993.2 | MEDIAN: 982.8 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 892.7 | MEAN: 989.3 | MEDIAN: 981.5 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 727.3 | MEAN: 987.6 | MEDIAN: 977.2 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 753.6 | MEAN: 982.8 | MEDIAN: 972.9 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 742.0 | MEAN: 978.7 | MEDIAN: 970.9 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1077.5 | MEAN: 974.6 | MEDIAN: 969.0 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 560.8 | MEAN: 976.4 | MEDIAN: 970.9 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 905.1 | MEAN: 969.3 | MEDIAN: 969.0 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 968.5 | MEAN: 968.2 | MEDIAN: 958.1 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 909.6 | MEAN: 968.2 | MEDIAN: 968.5 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 891.0 | MEAN: 967.3 | MEDIAN: 957.9 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 897.2 | MEAN: 966.1 | MEDIAN: 947.2 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1076.5 | MEAN: 965.0 | MEDIAN: 944.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 772.5 | MEAN: 966.7 | MEDIAN: 947.2 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 873.8 | MEAN: 963.8 | MEDIAN: 944.2 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1127.4 | MEAN: 962.4 | MEDIAN: 941.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1077.2 | MEAN: 964.9 | MEDIAN: 944.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1185.3 | MEAN: 966.5 | MEDIAN: 947.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1229.9 | MEAN: 969.6 | MEDIAN: 957.9 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1088.0 | MEAN: 973.3 | MEDIAN: 968.5 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1198.5 | MEAN: 974.9 | MEDIAN: 968.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,637 [INFO] CURR_VOL: 1162.9 | MEAN: 977.9 | MEDIAN: 969.0 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 861.7 | MEAN: 980.4 | MEDIAN: 970.9 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 779.9 | MEAN: 978.9 | MEDIAN: 969.0 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1091.8 | MEAN: 976.2 | MEDIAN: 968.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 769.9 | MEAN: 977.7 | MEDIAN: 969.0 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 852.9 | MEAN: 975.1 | MEDIAN: 968.8 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1032.3 | MEAN: 973.5 | MEDIAN: 968.5 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 923.9 | MEAN: 974.3 | MEDIAN: 968.8 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1026.5 | MEAN: 973.6 | MEDIAN: 968.5 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1120.5 | MEAN: 974.3 | MEDIAN: 968.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1137.2 | MEAN: 976.0 | MEDIAN: 969.0 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 924.5 | MEAN: 978.0 | MEDIAN: 970.9 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1199.8 | MEAN: 977.3 | MEDIAN: 969.0 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1180.5 | MEAN: 979.9 | MEDIAN: 970.9 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 839.2 | MEAN: 982.2 | MEDIAN: 972.9 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1041.5 | MEAN: 980.6 | MEDIAN: 970.9 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 995.4 | MEAN: 981.3 | MEDIAN: 972.9 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1025.8 | MEAN: 981.4 | MEDIAN: 977.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1114.3 | MEAN: 981.9 | MEDIAN: 981.5 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1094.0 | MEAN: 983.4 | MEDIAN: 982.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 998.7 | MEAN: 984.6 | MEDIAN: 984.0 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1103.6 | MEAN: 984.7 | MEDIAN: 985.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1013.6 | MEAN: 986.0 | MEDIAN: 986.4 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 897.6 | MEAN: 986.3 | MEDIAN: 990.9 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1290.5 | MEAN: 985.3 | MEDIAN: 986.4 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1216.2 | MEAN: 988.5 | MEDIAN: 990.9 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 773.2 | MEAN: 990.8 | MEDIAN: 995.4 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1203.9 | MEAN: 988.6 | MEDIAN: 990.9 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1043.5 | MEAN: 990.7 | MEDIAN: 995.4 | DELTA: +0.0 | GROW: True
